1001000088	POPC1
1001000140	POPC1
1001000141	POPC1
1001000142	POPC1
1001000477	POPC1
1001000628	POPC1
1001000674	POPC1
1001001241	POPC1
1001001250	POPC1
1001001252	POPC1
1001001254	POPC1
1001001256	POPC1
1001001262	POPC1
1001001599	POPC1
1001001602	POPC1
1001001627	POPC1
1001002308	POPC1
1001002372	POPC1
1001002378	POPC1
1001002386	POPC1
1001002389	POPC1
1001002392	POPC1
1001002400	POPC1
1001002409	POPC1
1001002411	POPC1
1001002419	POPC1
1001002421	POPC1
1001002426	POPC1
1001002848	POPC1
1001003049	POPC1
1001003057	POPC1
1001003233	POPC1
1001004056	POPC1
1001004342	POPC1
1001004343	POPC1
1001005077	POPC1
1001005791	POPC1
1001006241	POPC1
1001006336	POPC1
1001006337	POPC1
1001006340	POPC1
1001006341	POPC1
1001007195	POPC1
1001007198	POPC1
1001007334	POPC1
1001007335	POPC1
1001007337	POPC1
1001007340	POPC1
1001007344	POPC1
1001007668	POPC1
1001007669	POPC1
1001007671	POPC1
1001007675	POPC1
1001007926	POPC1
1001007932	POPC1
1001007938	POPC1
1001007953	POPC1
1001007955	POPC1
1001008648	POPC1
1001009036	POPC1
1001009037	POPC1
1001009133	POPC1
1001009134	POPC1
1001009136	POPC1
1001009137	POPC1
1001009310	POPC1
1001009336	POPC1
1001013099	POPC1
1001013101	POPC1
1001013103	POPC1
1001013104	POPC1
1001013108	POPC1
1001013110	POPC1
1001013111	POPC1
1001013112	POPC1
1001013114	POPC1
1001013122	POPC1
1001013128	POPC1
1001013133	POPC1
1001013136	POPC1
1001013137	POPC1
1001013139	POPC1
1001013140	POPC1
1001013144	POPC1
1001013146	POPC1
1001013147	POPC1
1001013149	POPC1
1001013150	POPC1
1001013151	POPC1
1001013152	POPC1
1001013153	POPC1
1001013448	POPC1
1001013451	POPC1
1001013452	POPC1
1001013603	POPC1
1001013637	POPC1
1001013816	POPC1
1001014073	POPC1
1001014314	POPC1
1001014790	POPC1
1001014793	POPC1
1001014794	POPC1
1001014795	POPC1
1001014796	POPC1
1001014797	POPC1
1001015050	POPC1
1001015052	POPC1
1001015075	POPC1
1001015155	POPC1
1001015158	POPC1
1001015160	POPC1
1001015163	POPC1
1001015282	POPC1
1001015600	POPC1
1001016003	POPC1
1001017128	POPC1
1001017129	POPC1
1001017130	POPC1
1001017235	POPC1
1001017236	POPC1
1001017237	POPC1
1001017543	POPC1
1001017911	POPC1
1001017912	POPC1
1001017913	POPC1
1001017928	POPC1
1001019586	POPC1
1001019587	POPC1
1001019588	POPC1
1001021185	POPC1
1001022557	POPC1
1001022558	POPC1
1001022569	POPC1
1001022570	POPC1
1001022575	POPC1
1001022576	POPC1
1001024762	POPC1
1001025441	POPC1
1001027079	POPC1
1001029188	POPC1
1001029189	POPC1
1001029265	POPC1
1001029902	POPC1
1001029903	POPC1
1001029904	POPC1
1001030111	POPC1
1001030112	POPC1
1001030767	POPC1
1001030768	POPC1
1001031185	POPC1
1001032222	POPC1
1001032223	POPC1
1001032224	POPC1
1001032225	POPC1
1001032938	POPC1
